Player,Game Week,Position,Team,League,Minutes,Rate
Adrián,J34,GK,Betis,La Liga,90,6.75
Simone Scuffet,J18,GK,Cagliari,Serie A,90,4.84
Yann Sommer,J18,GK,Inter,Serie A,90,7.41
Álex Remiro,J34,GK,Real Sociedad,La Liga,90,7.71
Unai Simón,J34,GK,Athletic Club,La Liga,90,8.53
Paulo Gazzaniga,J34,GK,Girona,La Liga,90,7.36
Dominik Greif,J34,GK,Mallorca,La Liga,90,6.2
Dinko Horkaš,J35,GK,Las Palmas,La Liga,90,6.83
Augusto Batalla,J35,GK,Rayo Vallecano,La Liga,90,8.19
Giorgi Mamardashvili,J35,GK,Valencia,La Liga,90,8.9
David Soria,J35,GK,Getafe,La Liga,90,5.39
Vicente Guaita,J35,GK,Celta Vigo,La Liga,90,6.08
Ørjan Nyland,J35,GK,Sevilla,La Liga,90,4.26
Dominik Greif,J35,GK,Mallorca,La Liga,90,7.49
André Ferreira,J35,GK,Valladolid,La Liga,90,5.6
Paulo Gazzaniga,J35,GK,Girona,La Liga,90,7.51
Luiz Lúcio Reis Júnior,J35,GK,Villarreal,La Liga,90,7.05
Jan Oblak,J35,GK,Atlético Madrid,La Liga,90,7.1
Álex Remiro,J35,GK,Real Sociedad,La Liga,90,4.43
Marko Dmitrović,J35,GK,Leganés,La Liga,90,6.04
Joan García,J35,GK,Espanyol,La Liga,90,4.84
Wojciech Szczęsny,J35,GK,Barcelona,La Liga,90,4.37
Thibaut Courtois,J35,GK,Real Madrid,La Liga,90,4.11
Ivan Provedel,J18,GK,Lazio,Serie A,90,7.21
Marco Carnesecchi,J18,GK,Atalanta,Serie A,90,6.1
Unai Simón,J35,GK,Athletic Club,La Liga,90,7.75
Antonio Sivera,J35,GK,Alavés,La Liga,90,6.21
Adrián,J35,GK,Betis,La Liga,90,6.94
Sergio Herrera,J35,GK,Osasuna,La Liga,90,6.06
Karl Jakob Hein,J36,GK,Valladolid,La Liga,90,6.57
Paulo Gazzaniga,J36,GK,Girona,La Liga,90,8.59
Álex Remiro,J36,GK,Real Sociedad,La Liga,90,5.71
Vicente Guaita,J36,GK,Celta Vigo,La Liga,90,8.69
Ørjan Nyland,J36,GK,Sevilla,La Liga,90,7.82
Dinko Horkaš,J36,GK,Las Palmas,La Liga,90,6.46
Antonio Sivera,J36,GK,Alavés,La Liga,90,8.46
Giorgi Mamardashvili,J36,GK,Valencia,La Liga,90,7.25
Luiz Lúcio Reis Júnior,J36,GK,Villarreal,La Liga,90,8.01
Marko Dmitrović,J36,GK,Leganés,La Liga,90,5.06
Thibaut Courtois,J36,GK,Real Madrid,La Liga,90,5.78
Leo Román,J36,GK,Mallorca,La Liga,90,6.5
Augusto Batalla,J36,GK,Rayo Vallecano,La Liga,90,5.53
Adrián,J36,GK,Betis,La Liga,90,5.25
Sergio Herrera,J36,GK,Osasuna,La Liga,90,8.68
Jan Oblak,J36,GK,Atlético Madrid,La Liga,90,4.44
Razvan Sava,J18,GK,Udinese,Serie A,90,5.01
Vanja Milinković-Savić,J18,GK,Torino,Serie A,90,5.44
David Soria,J36,GK,Getafe,La Liga,90,5.03
Unai Simón,J36,GK,Athletic Club,La Liga,90,7.95
Joan García,J36,GK,Espanyol,La Liga,90,5.57
Wojciech Szczęsny,J36,GK,Barcelona,La Liga,90,8.09
Dinko Horkaš,J37,GK,Las Palmas,La Liga,90,5.73
Marko Dmitrović,J37,GK,Leganés,La Liga,90,8.72
Dominik Greif,J37,GK,Mallorca,La Liga,90,5.58
David Soria,J37,GK,Getafe,La Liga,90,5.72
Giorgi Mamardashvili,J37,GK,Valencia,La Liga,90,6.57
Unai Simón,J37,GK,Athletic Club,La Liga,90,8.09
Jan Oblak,J37,GK,Atlético Madrid,La Liga,90,7.3
Adrián,J37,GK,Betis,La Liga,90,5.92
Sergio Herrera,J37,GK,Osasuna,La Liga,90,8.42
Joan García,J37,GK,Espanyol,La Liga,90,4.39
Marc-André ter Stegen,J37,GK,Barcelona,La Liga,90,4.14
Luiz Lúcio Reis Júnior,J37,GK,Villarreal,La Liga,90,5.59
Karl Jakob Hein,J37,GK,Valladolid,La Liga,90,7.11
Antonio Sivera,J37,GK,Alavés,La Liga,90,7.77
Álex Remiro,J37,GK,Real Sociedad,La Liga,90,6.19
Krapyvtsov Vladyslav,J37,GK,Girona,La Liga,90,4.67
Alex Meret,J18,GK,Napoli,Serie A,90,7.92
Filip Stankovic,J18,GK,Venezia,Serie A,90,7.42
Ørjan Nyland,J37,GK,Sevilla,La Liga,90,5.16
Andriy Lunin,J37,GK,Real Madrid,La Liga,90,7.66
Vicente Guaita,J37,GK,Celta Vigo,La Liga,90,4.56
Augusto Batalla,J37,GK,Rayo Vallecano,La Liga,90,7.45
Adrián,J38,GK,Betis,La Liga,90,5.41
Giorgi Mamardashvili,J38,GK,Valencia,La Liga,90,7.05
Andriy Lunin,J38,GK,Real Madrid,La Liga,90,7.4
Unai Marrero,J38,GK,Real Sociedad,La Liga,90,5.77
Marko Dmitrović,J38,GK,Leganés,La Liga,90,8.74
Karl Jakob Hein,J38,GK,Valladolid,La Liga,90,4.95
Joan García,J38,GK,Espanyol,La Liga,90,8.66
Dinko Horkaš,J38,GK,Las Palmas,La Liga,90,5.44
Augusto Batalla,J38,GK,Rayo Vallecano,La Liga,90,8.45
Dominik Greif,J38,GK,Mallorca,La Liga,90,8.61
Antonio Sivera,J38,GK,Alavés,La Liga,90,6.08
Sergio Herrera,J38,GK,Osasuna,La Liga,90,6.96
David Soria,J38,GK,Getafe,La Liga,90,6.9
Vicente Guaita,J38,GK,Celta Vigo,La Liga,90,5.32
Krapyvtsov Vladyslav,J38,GK,Girona,La Liga,90,5.22
Juan Musso,J38,GK,Atlético Madrid,La Liga,90,7.07
Michele Di Gregorio,J18,GK,Juventus,Serie A,90,4.97
David de Gea,J18,GK,Fiorentina,Serie A,90,5.49
Diego Conde,J38,GK,Villarreal,La Liga,90,5.64
Álvaro Fernández,J38,GK,Sevilla,La Liga,90,4.2
Unai Simón,J38,GK,Athletic Club,La Liga,90,4.58
Iñaki Peña,J38,GK,Barcelona,La Liga,90,6.94
David von Ballmoos,J1,GK,Young Boys,Champions League,90,4.37
Emiliano Martínez,J1,GK,Aston Villa,Champions League,90,8.44
Michele Di Gregorio,J1,GK,Juventus,Champions League,90,6.07
Joel Drommel,J1,GK,PSV Eindhoven,Champions League,90,5.48
Franco Israel,J1,GK,Sporting CP,Champions League,90,7.23
Lucas Chevalier,J1,GK,Lille,Champions League,90,5.05
Thibaut Courtois,J1,GK,Real Madrid,Champions League,90,7.12
Alexander Nübel,J1,GK,Stuttgart,Champions League,90,4.46
Mike Maignan,J1,GK,Milan,Champions League,50,4.52
Lorenzo Torriani,J1,GK,Milan,Champions League,40,5.51
Alisson,J1,GK,Liverpool,Champions League,90,5.31
Manuel Neuer,J1,GK,Bayern Munich,Champions League,45,6.46
Sven Ulreich,J1,GK,Bayern Munich,Champions League,45,3.78
Ivan Nevistić,J1,GK,Dinamo Zagreb,Champions League,90,4.25
Peter Vindahl Jensen,J1,GK,Sparta Prague,Champions League,90,7.45
Janis Blaswich,J1,GK,RB Salzburg,Champions League,90,5.0
Łukasz Skorupski,J1,GK,Bologna,Champions League,90,8.21
Dmytro Riznyk,J1,GK,Shakhtar,Champions League,90,8.74
Mike Maignan,J18,GK,Milan,Serie A,90,5.91
Mile Svilar,J18,GK,Roma,Serie A,90,5.68
Kasper Schmeichel,J1,GK,Celtic,Champions League,90,5.59
Dominik Takáč,J1,GK,Slovan Bratislava,Champions League,90,4.44
Ederson,J1,GK,Manchester City,Champions League,90,7.58
Yann Sommer,J1,GK,Inter,Champions League,90,8.51
Simon Mignolet,J1,GK,Club Brugge,Champions League,90,4.71
Gregor Kobel,J1,GK,Dortmund,Champions League,90,8.38
Matvei Safonov,J1,GK,Paris S-G,Champions League,90,7.53
Paulo Gazzaniga,J1,GK,Girona,Champions League,90,7.43
Omri Glazer,J1,GK,Red Star,Champions League,90,4.79
Anatolii Trubin,J1,GK,Benfica,Champions League,90,5.83
Timon Wellenreuther,J1,GK,Feyenoord,Champions League,90,3.95
Lukáš Hrádecký,J1,GK,Leverkusen,Champions League,90,7.79
Philipp Köhn,J1,GK,Monaco,Champions League,90,5.4
Marc-André ter Stegen,J1,GK,Barcelona,Champions League,90,6.28
Marco Carnesecchi,J1,GK,Atalanta,Champions League,90,8.2
David Raya,J1,GK,Arsenal,Champions League,90,8.05
Marco Bizot,J1,GK,Brest,Champions League,90,5.92
Kjell Scherpen,J1,GK,Sturm Graz,Champions League,90,6.3
Jan Oblak,J1,GK,Atlético Madrid,Champions League,90,6.36
Péter Gulácsi,J1,GK,RB Leipzig,Champions League,90,4.36
Pepe Reina,J18,GK,Como,Serie A,90,7.13
Wladimiro Falcone,J18,GK,Lecce,Serie A,90,6.33
Alexander Nübel,J2,GK,Stuttgart,Champions League,90,5.3
Peter Vindahl Jensen,J2,GK,Sparta Prague,Champions League,90,6.91
Janis Blaswich,J2,GK,RB Salzburg,Champions League,90,3.97
Marco Bizot,J2,GK,Brest,Champions League,90,9.23
David Raya,J2,GK,Arsenal,Champions League,90,8.03
Gianluigi Donnarumma,J2,GK,Paris S-G,Champions League,90,5.44
Iñaki Peña,J2,GK,Barcelona,Champions League,90,7.09
Marvin Keller,J2,GK,Young Boys,Champions League,90,4.04
Gregor Kobel,J2,GK,Dortmund,Champions League,90,6.33
Kasper Schmeichel,J2,GK,Celtic,Champions League,90,4.01
Yann Sommer,J2,GK,Inter,Champions League,90,7.31
Omri Glazer,J2,GK,Red Star,Champions League,90,4.42
Dominik Takáč,J2,GK,Slovan Bratislava,Champions League,90,5.68
Stefan Ortega,J2,GK,Manchester City,Champions League,90,7.0
Walter Benítez,J2,GK,PSV Eindhoven,Champions League,90,6.12
Franco Israel,J2,GK,Sporting CP,Champions League,90,6.64
Lukáš Hrádecký,J2,GK,Leverkusen,Champions League,90,7.64
Mike Maignan,J2,GK,Milan,Champions League,90,6.99
Paulo Gazzaniga,J2,GK,Girona,Champions League,90,3.98
Timon Wellenreuther,J2,GK,Feyenoord,Champions League,90,6.46
Łukasz Skorupski,J18,GK,Bologna,Serie A,90,4.29
Lorenzo Montipò,J18,GK,Hellas Verona,Serie A,90,6.39
Dmytro Riznyk,J2,GK,Shakhtar,Champions League,90,5.22
Marco Carnesecchi,J2,GK,Atalanta,Champions League,90,7.46
Alisson,J2,GK,Liverpool,Champions League,90,7.86
Łukasz Skorupski,J2,GK,Bologna,Champions League,90,5.55
Emiliano Martínez,J2,GK,Aston Villa,Champions League,90,8.95
Manuel Neuer,J2,GK,Bayern Munich,Champions League,90,5.39
Anatolii Trubin,J2,GK,Benfica,Champions League,90,7.05
Jan Oblak,J2,GK,Atlético Madrid,Champions League,90,5.51
Ivan Nevistić,J2,GK,Dinamo Zagreb,Champions League,90,6.29
Philipp Köhn,J2,GK,Monaco,Champions League,90,4.41
Péter Gulácsi,J2,GK,RB Leipzig,Champions League,90,4.32
Michele Di Gregorio,J2,GK,Juventus,Champions League,58,4.81
Mattia Perin,J2,GK,Juventus,Champions League,30,6.41
Kjell Scherpen,J2,GK,Sturm Graz,Champions League,90,5.98
Simon Mignolet,J2,GK,Club Brugge,Champions League,90,7.33
Lucas Chevalier,J2,GK,Lille,Champions League,90,8.48
Andriy Lunin,J2,GK,Real Madrid,Champions League,90,7.05
Radosław Majecki,J3,GK,Monaco,Champions League,90,5.63
Marko Ilić,J3,GK,Red Star,Champions League,90,4.24
Mike Maignan,J3,GK,Milan,Champions League,90,6.01
Simon Mignolet,J3,GK,Club Brugge,Champions League,90,4.45
Filip Stankovic,J19,GK,Venezia,Serie A,90,7.77
Devis Vásquez,J19,GK,Empoli,Serie A,90,5.82
David Raya,J3,GK,Arsenal,Champions League,90,7.28
Dmytro Riznyk,J3,GK,Shakhtar,Champions League,90,7.19
Emiliano Martínez,J3,GK,Aston Villa,Champions League,90,8.1
Łukasz Skorupski,J3,GK,Bologna,Champions League,90,5.43
Kjell Scherpen,J3,GK,Sturm Graz,Champions League,90,5.81
Franco Israel,J3,GK,Sporting CP,Champions League,90,8.03
Mattia Perin,J3,GK,Juventus,Champions League,90,7.09
Alexander Nübel,J3,GK,Stuttgart,Champions League,90,7.44
Thibaut Courtois,J3,GK,Real Madrid,Champions League,90,6.14
Gregor Kobel,J3,GK,Dortmund,Champions League,90,4.5
Paulo Gazzaniga,J3,GK,Girona,Champions League,90,7.95
Dominik Takáč,J3,GK,Slovan Bratislava,Champions League,90,5.53
Gianluigi Donnarumma,J3,GK,Paris S-G,Champions League,90,5.69
Walter Benítez,J3,GK,PSV Eindhoven,Champions League,90,6.63
Marco Bizot,J3,GK,Brest,Champions League,90,6.03
Matej Kovar,J3,GK,Leverkusen,Champions League,90,6.13
Marco Carnesecchi,J3,GK,Atalanta,Champions League,90,7.22
Kasper Schmeichel,J3,GK,Celtic,Champions League,90,8.39
Anatolii Trubin,J3,GK,Benfica,Champions League,90,4.07
Timon Wellenreuther,J3,GK,Feyenoord,Champions League,90,6.93
Mile Svilar,J2,GK,Roma,Serie A,90,5.08
Devis Vásquez,J2,GK,Empoli,Serie A,90,7.3
David de Gea,J19,GK,Fiorentina,Serie A,90,4.21
Alex Meret,J19,GK,Napoli,Serie A,90,7.93
Stefan Ortega,J3,GK,Manchester City,Champions League,90,6.75
Peter Vindahl Jensen,J3,GK,Sparta Prague,Champions League,90,5.39
Alexander Schlager,J3,GK,RB Salzburg,Champions League,65,5.73
Ivan Nevistić,J3,GK,Dinamo Zagreb,Champions League,90,7.71
David von Ballmoos,J3,GK,Young Boys,Champions League,90,6.97
Yann Sommer,J3,GK,Inter,Champions League,90,7.26
Iñaki Peña,J3,GK,Barcelona,Champions League,90,6.06
Manuel Neuer,J3,GK,Bayern Munich,Champions League,90,4.02
Jan Oblak,J3,GK,Atlético Madrid,Champions League,90,4.2
Lucas Chevalier,J3,GK,Lille,Champions League,90,7.38
Péter Gulácsi,J3,GK,RB Leipzig,Champions League,90,7.09
Caoimhín Kelleher,J3,GK,Liverpool,Champions League,90,8.77
Dominik Takáč,J4,GK,Slovan Bratislava,Champions League,90,3.67
Danijel Zagorac,J4,GK,Dinamo Zagreb,Champions League,90,6.73
Walter Benítez,J4,GK,PSV Eindhoven,Champions League,90,7.77
Paulo Gazzaniga,J4,GK,Girona,Champions League,90,4.58
Franco Israel,J4,GK,Sporting CP,Champions League,90,6.28
Ederson,J4,GK,Manchester City,Champions League,90,3.82
Caoimhín Kelleher,J4,GK,Liverpool,Champions League,90,8.53
Lukáš Hrádecký,J4,GK,Leverkusen,Champions League,90,4.99
Lorenzo Montipò,J19,GK,Hellas Verona,Serie A,90,8.91
Razvan Sava,J19,GK,Udinese,Serie A,90,7.78
Kasper Schmeichel,J4,GK,Celtic,Champions League,90,5.78
Péter Gulácsi,J4,GK,RB Leipzig,Champions League,90,4.68
Łukasz Skorupski,J4,GK,Bologna,Champions League,90,7.38
Radosław Majecki,J4,GK,Monaco,Champions League,90,8.05
Andriy Lunin,J4,GK,Real Madrid,Champions League,90,5.05
Mike Maignan,J4,GK,Milan,Champions League,90,7.26
Lucas Chevalier,J4,GK,Lille,Champions League,90,7.25
Michele Di Gregorio,J4,GK,Juventus,Champions League,90,5.64
Alexander Meyer,J4,GK,Dortmund,Champions League,90,7.65
Kjell Scherpen,J4,GK,Sturm Graz,Champions League,90,7.35
Simon Mignolet,J4,GK,Club Brugge,Champions League,90,6.94
Emiliano Martínez,J4,GK,Aston Villa,Champions League,90,6.73
Dmytro Riznyk,J4,GK,Shakhtar,Champions League,90,5.39
Marvin Keller,J4,GK,Young Boys,Champions League,90,4.87
Gianluigi Donnarumma,J4,GK,Paris S-G,Champions League,90,4.49
Jan Oblak,J4,GK,Atlético Madrid,Champions League,90,7.34
Manuel Neuer,J4,GK,Bayern Munich,Champions League,90,7.05
Anatolii Trubin,J4,GK,Benfica,Champions League,90,6.56
Marko Ilić,J4,GK,Red Star,Champions League,90,5.02
Iñaki Peña,J4,GK,Barcelona,Champions League,90,4.61
Stefano Turati,J19,GK,Monza,Serie A,90,5.05
Simone Scuffet,J19,GK,Cagliari,Serie A,90,7.17
Peter Vindahl Jensen,J4,GK,Sparta Prague,Champions League,90,5.1
Marco Bizot,J4,GK,Brest,Champions League,90,5.77
Timon Wellenreuther,J4,GK,Feyenoord,Champions League,90,4.27
Janis Blaswich,J4,GK,RB Salzburg,Champions League,90,5.75
Alexander Nübel,J4,GK,Stuttgart,Champions League,90,5.12
Marco Carnesecchi,J4,GK,Atalanta,Champions League,90,7.1
Yann Sommer,J4,GK,Inter,Champions League,90,8.85
David Raya,J4,GK,Arsenal,Champions League,90,5.55
Dominik Takáč,J5,GK,Slovan Bratislava,Champions League,90,4.67
Mike Maignan,J5,GK,Milan,Champions League,90,4.4
Peter Vindahl Jensen,J5,GK,Sparta Prague,Champions League,90,3.97
Jan Oblak,J5,GK,Atlético Madrid,Champions League,90,7.74
Ederson,J5,GK,Manchester City,Champions League,90,4.89
Timon Wellenreuther,J5,GK,Feyenoord,Champions League,90,5.65
Franco Israel,J5,GK,Sporting CP,Champions League,90,4.39
David Raya,J5,GK,Arsenal,Champions League,90,7.51
Iñaki Peña,J5,GK,Barcelona,Champions League,90,6.73
Marco Bizot,J5,GK,Brest,Champions League,90,4.92
Matej Kovar,J5,GK,Leverkusen,Champions League,90,7.54
Alexander Schlager,J5,GK,RB Salzburg,Champions League,90,4.24
Wladimiro Falcone,J19,GK,Lecce,Serie A,90,7.5
Nicola Leali,J19,GK,Genoa,Serie A,90,8.0
Yann Sommer,J5,GK,Inter,Champions League,90,7.04
Péter Gulácsi,J5,GK,RB Leipzig,Champions League,90,5.74
Manuel Neuer,J5,GK,Bayern Munich,Champions League,90,7.96
Matvei Safonov,J5,GK,Paris S-G,Champions League,90,6.93
David von Ballmoos,J5,GK,Young Boys,Champions League,90,4.4
Marco Carnesecchi,J5,GK,Atalanta,Champions League,90,5.64
Ivan Guteša,J5,GK,Red Star,Champions League,90,6.08
Alexander Nübel,J5,GK,Stuttgart,Champions League,90,3.79
Daniil Khudiakov,J5,GK,Sturm Graz,Champions League,90,7.66
Paulo Gazzaniga,J5,GK,Girona,Champions League,90,5.89
Emiliano Martínez,J5,GK,Aston Villa,Champions League,90,7.87
Michele Di Gregorio,J5,GK,Juventus,Champions League,90,8.14
Caoimhín Kelleher,J5,GK,Liverpool,Champions League,90,7.83
Thibaut Courtois,J5,GK,Real Madrid,Champions League,90,5.75
Kasper Schmeichel,J5,GK,Celtic,Champions League,90,5.35
Simon Mignolet,J5,GK,Club Brugge,Champions League,90,6.4
Walter Benítez,J5,GK,PSV Eindhoven,Champions League,90,4.95
Dmytro Riznyk,J5,GK,Shakhtar,Champions League,90,6.94
Łukasz Skorupski,J5,GK,Bologna,Champions League,90,5.91
Lucas Chevalier,J5,GK,Lille,Champions League,90,6.67
Vanja Milinković-Savić,J19,GK,Torino,Serie A,90,7.86
Zion Suzuki,J19,GK,Parma,Serie A,90,9.08
Danijel Zagorac,J5,GK,Dinamo Zagreb,Champions League,90,5.06
Gregor Kobel,J5,GK,Dortmund,Champions League,90,7.37
Radosław Majecki,J5,GK,Monaco,Champions League,90,5.95
Anatolii Trubin,J5,GK,Benfica,Champions League,90,5.03
Danijel Zagorac,J6,GK,Dinamo Zagreb,Champions League,90,7.98
Kasper Schmeichel,J6,GK,Celtic,Champions League,90,7.11
Paulo Gazzaniga,J6,GK,Girona,Champions League,90,7.02
Alisson,J6,GK,Liverpool,Champions League,90,8.44
Matej Kovar,J6,GK,Leverkusen,Champions League,90,7.15
Yann Sommer,J6,GK,Inter,Champions League,90,5.75
Marco Bizot,J6,GK,Brest,Champions League,90,8.72
Walter Benítez,J6,GK,PSV Eindhoven,Champions League,90,7.06
Simon Mignolet,J6,GK,Club Brugge,Champions League,90,6.35
Franco Israel,J6,GK,Sporting CP,Champions League,90,4.68
Alexander Schlager,J6,GK,RB Salzburg,Champions League,90,5.74
Gianluigi Donnarumma,J6,GK,Paris S-G,Champions League,90,7.02
Péter Gulácsi,J6,GK,RB Leipzig,Champions League,90,4.65
Emiliano Martínez,J6,GK,Aston Villa,Champions League,90,6.73
Marco Carnesecchi,J6,GK,Atalanta,Champions League,90,4.3
Thibaut Courtois,J6,GK,Real Madrid,Champions League,90,5.91
Mile Svilar,J19,GK,Roma,Serie A,90,8.52
Ivan Provedel,J19,GK,Lazio,Serie A,90,5.41
Dmytro Riznyk,J6,GK,Shakhtar,Champions League,90,4.4
Daniel Peretz,J6,GK,Bayern Munich,Champions League,90,6.08
Lucas Chevalier,J6,GK,Lille,Champions League,90,4.52
Daniil Khudiakov,J6,GK,Sturm Graz,Champions League,90,5.3
Jan Oblak,J6,GK,Atlético Madrid,Champions League,90,5.49
Dominik Takáč,J6,GK,Slovan Bratislava,Champions League,90,4.61
David Raya,J6,GK,Arsenal,Champions League,90,7.93
Radosław Majecki,J6,GK,Monaco,Champions League,90,4.55
Anatolii Trubin,J6,GK,Benfica,Champions League,90,6.94
Łukasz Skorupski,J6,GK,Bologna,Champions League,90,8.22
Mike Maignan,J6,GK,Milan,Champions League,90,6.09
Ivan Guteša,J6,GK,Red Star,Champions League,90,6.78
Michele Di Gregorio,J6,GK,Juventus,Champions League,90,8.59
Ederson,J6,GK,Manchester City,Champions League,90,5.13
Alexander Nübel,J6,GK,Stuttgart,Champions League,90,5.39
David von Ballmoos,J6,GK,Young Boys,Champions League,90,3.98
Gregor Kobel,J6,GK,Dortmund,Champions League,90,4.75
Iñaki Peña,J6,GK,Barcelona,Champions League,90,5.26
Timon Wellenreuther,J6,GK,Feyenoord,Champions League,90,4.91
Peter Vindahl Jensen,J6,GK,Sparta Prague,Champions League,90,4.35
Ivan Provedel,J20,GK,Lazio,Serie A,90,6.96
Jean Butez,J20,GK,Como,Serie A,90,5.77
Marco Carnesecchi,J7,GK,Atalanta,Champions League,90,7.28
Kjell Scherpen,J7,GK,Sturm Graz,Champions League,90,4.54
Radosław Majecki,J7,GK,Monaco,Champions League,90,8.9
Emiliano Martínez,J7,GK,Aston Villa,Champions League,90,6.79
Alisson,J7,GK,Liverpool,Champions League,90,5.45
Lucas Chevalier,J7,GK,Lille,Champions League,90,5.37
Anatolii Trubin,J7,GK,Benfica,Champions League,90,4.18
Wojciech Szczęsny,J7,GK,Barcelona,Champions League,90,4.07
Łukasz Skorupski,J7,GK,Bologna,Champions League,90,6.01
Gregor Kobel,J7,GK,Dortmund,Champions League,90,5.28
Simon Mignolet,J7,GK,Club Brugge,Champions League,90,7.67
Michele Di Gregorio,J7,GK,Juventus,Champions League,90,7.09
Omri Glazer,J7,GK,Red Star,Champions League,90,3.92
Walter Benítez,J7,GK,PSV Eindhoven,Champions League,90,7.0
Dominik Takáč,J7,GK,Slovan Bratislava,Champions League,90,5.45
Alexander Nübel,J7,GK,Stuttgart,Champions League,90,5.63
Jan Oblak,J7,GK,Atlético Madrid,Champions League,90,6.58
Matej Kovar,J7,GK,Leverkusen,Champions League,90,4.77
Maarten Vandevoordt,J7,GK,RB Leipzig,Champions League,90,5.5
Franco Israel,J7,GK,Sporting CP,Champions League,90,5.6
Jacopo Seghetti,J20,GK,Empoli,Serie A,90,4.33
Wladimiro Falcone,J20,GK,Lecce,Serie A,90,7.04
Dmytro Riznyk,J7,GK,Shakhtar,Champions League,90,8.32
Marco Bizot,J7,GK,Brest,Champions League,90,5.93
David Raya,J7,GK,Arsenal,Champions League,90,6.64
Ivan Nevistić,J7,GK,Dinamo Zagreb,Champions League,90,4.03
Kasper Schmeichel,J7,GK,Celtic,Champions League,90,7.93
Marvin Keller,J7,GK,Young Boys,Champions League,90,6.81
Thibaut Courtois,J7,GK,Real Madrid,Champions League,90,5.98
Janis Blaswich,J7,GK,RB Salzburg,Champions League,90,3.68
Mike Maignan,J7,GK,Milan,Champions League,90,7.98
Paulo Gazzaniga,J7,GK,Girona,Champions League,90,6.09
Gianluigi Donnarumma,J7,GK,Paris S-G,Champions League,90,5.81
Ederson,J7,GK,Manchester City,Champions League,90,4.75
Peter Vindahl Jensen,J7,GK,Sparta Prague,Champions League,90,6.17
Yann Sommer,J7,GK,Inter,Champions League,90,7.96
Justin Bijlow,J7,GK,Feyenoord,Champions League,90,9.06
Manuel Neuer,J7,GK,Bayern Munich,Champions League,90,4.11
Ederson,J8,GK,Manchester City,Champions League,90,5.66
Simon Mignolet,J8,GK,Club Brugge,Champions League,90,4.77
Emiliano Martínez,J8,GK,Aston Villa,Champions League,90,5.73
Kasper Schmeichel,J8,GK,Celtic,Champions League,90,5.09
Razvan Sava,J20,GK,Udinese,Serie A,90,7.22
Marco Carnesecchi,J20,GK,Atalanta,Serie A,90,8.47
Franco Israel,J8,GK,Sporting CP,Champions League,90,5.98
Federico Ravaglia,J8,GK,Bologna,Champions League,90,5.74
Manuel Neuer,J8,GK,Bayern Munich,Champions League,90,5.85
Dominik Takáč,J8,GK,Slovan Bratislava,Champions League,90,5.45
Mattia Perin,J8,GK,Juventus,Champions League,90,5.8
Anatolii Trubin,J8,GK,Benfica,Champions League,90,8.28
Wojciech Szczęsny,J8,GK,Barcelona,Champions League,90,5.36
Marco Carnesecchi,J8,GK,Atalanta,Champions League,90,6.31
Gregor Kobel,J8,GK,Dortmund,Champions League,90,5.35
Dmytro Riznyk,J8,GK,Shakhtar,Champions League,90,5.04
Marco Bizot,J8,GK,Brest,Champions League,90,4.53
Thibaut Courtois,J8,GK,Real Madrid,Champions League,90,8.22
Walter Benítez,J8,GK,PSV Eindhoven,Champions League,90,5.62
Caoimhín Kelleher,J8,GK,Liverpool,Champions League,90,4.22
Yann Sommer,J8,GK,Inter,Champions League,90,6.87
Radosław Majecki,J8,GK,Monaco,Champions League,90,4.43
Matej Kovar,J8,GK,Leverkusen,Champions League,90,7.09
Peter Vindahl Jensen,J8,GK,Sparta Prague,Champions League,90,5.58
Alexander Schlager,J8,GK,RB Salzburg,Champions League,90,4.43
Jan Oblak,J8,GK,Atlético Madrid,Champions League,90,5.74
Vanja Milinković-Savić,J20,GK,Torino,Serie A,90,6.33
Michele Di Gregorio,J20,GK,Juventus,Serie A,90,5.55
Fabian Bredlow,J8,GK,Stuttgart,Champions League,90,4.34
Gianluigi Donnarumma,J8,GK,Paris S-G,Champions League,90,6.51
Lucas Chevalier,J8,GK,Lille,Champions League,90,5.74
Justin Bijlow,J8,GK,Feyenoord,Champions League,35,5.52
Timon Wellenreuther,J8,GK,Feyenoord,Champions League,55,3.81
Kjell Scherpen,J8,GK,Sturm Graz,Champions League,90,8.54
Maarten Vandevoordt,J8,GK,RB Leipzig,Champions League,90,6.12
Marvin Keller,J8,GK,Young Boys,Champions League,90,5.62
Ivan Guteša,J8,GK,Red Star,Champions League,90,7.99
Pau López,J8,GK,Girona,Champions League,90,5.63
Neto,J8,GK,Arsenal,Champions League,90,5.92
Ivan Nevistić,J8,GK,Dinamo Zagreb,Champions League,90,7.06
Mike Maignan,J8,GK,Milan,Champions League,90,4.86
Marco Bizot,J9,GK,Brest,Champions League,90,4.84
Gianluigi Donnarumma,J9,GK,Paris S-G,Champions League,90,7.75
Rui Silva,J9,GK,Sporting CP,Champions League,90,5.22
Gregor Kobel,J9,GK,Dortmund,Champions League,90,7.86
Ederson,J9,GK,Manchester City,Champions League,90,5.42
Thibaut Courtois,J9,GK,Real Madrid,Champions League,90,5.29
Michele Di Gregorio,J9,GK,Juventus,Champions League,90,5.35
Walter Benítez,J9,GK,PSV Eindhoven,Champions League,90,5.87
Simone Scuffet,J2,GK,Cagliari,Serie A,90,6.03
Pepe Reina,J2,GK,Como,Serie A,90,6.98
Mike Maignan,J20,GK,Milan,Serie A,90,5.49
