Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Martin Atemengue,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,CMR,22,10.4,107,3,3.47
Martin Baturina,Como,Italian Serie A,LW,Forward,CRO,22,28.2,255,9,3.13
Martin Erlic,Midtjylland,UEFA Europa League,CB,Defender,CRO,27,16.7,354,4,4.18
Martin Frese,Hellas Verona,Italian Serie A,CB,Defender,DEN,28,58.2,1161,15,3.88
Martin Satriano,Lyon,"French Ligue 1, UEFA Europa League",AM,Forward,URU,24,68.4,1199,17,4.02
Martin Suchomel,Sparta Prague,UEFA Europa Conference League,LM,Midfielder,CZE,23,7.9,100,2,3.95
Martin Terrier,Leverkusen,German Bundesliga,AM,Forward,FRA,28,36.6,286,8,4.58
Martin Valjent,Mallorca,Spanish La Liga,CB,Defender,SVK,30,70.6,1620,18,3.92
Martin Vitík,Bologna,"Italian Serie A, UEFA Europa League",CB,Defender,CZE,22,42.5,742,11,3.86
Martin Ødegaard,Arsenal,"English Premier League, UEFA Champions League",RM,Midfielder,NOR,27,91.6,966,17,5.39
Martín Payero,Cremonese,Italian Serie A,CM,Midfielder,ARG,27,52.7,968,14,3.76
Martín Zubimendi,Arsenal,"English Premier League, UEFA Champions League",CM,Midfielder,ESP,26,122.3,2113,25,4.89
Marvin Friedrich,Gladbach,German Bundesliga,CB,Defender,GER,29,12.3,127,4,3.08
Marvin Pieringer,Heidenheim,German Bundesliga,AM,Forward,GER,26,31.8,487,9,3.53
Marvin Senaya,Auxerre,French Ligue 1,CB,Defender,TOG,24,60.1,1127,13,4.62
Maryan Faryna,Shakhtar,UEFA Europa Conference League,LB,Defender,UKR,22,2.3,2,1,2.3
Maryan Shved,Shakhtar,UEFA Europa Conference League,CM,Midfielder,UKR,28,6.7,74,2,3.35
Mason Greenwood,Marseille,"French Ligue 1, UEFA Champions League",RW,Forward,ENG,24,160.6,1782,22,7.3
Mason Mount,Manchester Utd,English Premier League,AM,Forward,ENG,26,73.0,785,15,4.87
Matej Poplatnik,NK Celje,UEFA Europa Conference League,AM,Forward,SVN,33,0.2,15,2,0.1
Matej Sakota,Zrinjski Mostar,UEFA Europa Conference League,RM,Midfielder,BIH,21,23.7,215,5,4.74
Matej Sin,AZ Alkmaar,UEFA Europa Conference League,RW,Forward,CZE,21,19.0,98,5,3.8
Matej Valenta,Viktoria Plzeň,UEFA Europa League,CM,Midfielder,CZE,25,18.0,280,4,4.5
Mateo Chávez,AZ Alkmaar,UEFA Europa Conference League,LB,Defender,MEX,21,26.6,328,5,5.32
Mateo Joseph,Mallorca,Spanish La Liga,AM,Forward,ESP,22,61.1,1081,17,3.59
Mateo Kovačić,Manchester City,"English Premier League, UEFA Champions League",DM,Midfielder,CRO,31,8.0,39,2,4.0
Mateo Lisica,Dinamo Zagreb,UEFA Europa League,RM,Forward,CRO,22,22.0,399,5,4.4
Mateo Maric,AC Omonia,UEFA Europa Conference League,DM,Midfielder,BIH,27,24.2,397,5,4.84
Mateo Pellegrino,Parma,Italian Serie A,AM,Forward,ARG,24,65.4,1460,17,3.85
Mateu Morey,Mallorca,Spanish La Liga,RB,Defender,ESP,25,38.5,445,11,3.5
Mateus Fernandes,West Ham,English Premier League,CM,Midfielder,POR,21,88.3,1415,18,4.91
Mateus Lusuardi,Pisa,Italian Serie A,CB,Defender,BRA,21,12.0,198,3,4.0
Mateus Mane,Wolves,English Premier League,AM,Midfielder,POR,18,28.8,362,9,3.2
Mateusz Skrzypczak,Lech Poznań,UEFA Europa Conference League,CB,Defender,POL,25,26.4,473,6,4.4
Matěj Mikulenka,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,NAN,21,6.9,155,3,2.3
Matheus Aiás,FC Noah,UEFA Europa Conference League,AM,Forward,BRA,28,26.5,322,6,4.42
Matheus Cunha,Manchester Utd,English Premier League,AM,Forward,BRA,26,106.7,1299,17,6.28
Matheus Machado,Ludogorets,UEFA Europa League,AM,Forward,BRA,22,10.5,57,4,2.62
Matheus Nunes,Manchester City,"English Premier League, UEFA Champions League",RB,Defender,POR,27,133.6,1792,22,6.07
Matheus Reis,Sporting CP,UEFA Champions League,LB,Defender,BRA,30,15.6,121,4,3.9
Matheus Silva,Qarabağ,UEFA Champions League,RB,Defender,BRA,28,37.4,509,6,6.23
Mathias Honsak,Heidenheim,German Bundesliga,AM,Forward,AUT,29,48.0,648,12,4.0
Mathias Jensen,Brentford,English Premier League,AM,Forward,DEN,30,58.9,696,17,3.46
Mathias Jørgensen,Bodø/Glimt,UEFA Champions League,RM,Forward,DEN,25,5.2,82,3,1.73
Mathias Løvik,Parma,Italian Serie A,RB,Defender,NOR,22,27.0,471,9,3.0
Mathias Pereira Lage,St. Pauli,German Bundesliga,AM,Forward,POR,29,70.2,1119,15,4.68
Mathias Rasmussen,Union SG,UEFA Champions League,CM,Midfielder,NOR,28,18.6,200,5,3.72
Mathias Rivas,AÉK Lárnaka,UEFA Europa Conference League,DM,Midfielder,ITA,20,6.4,36,3,2.13
Mathieu Cafaro,Paris FC,French Ligue 1,LM,Midfielder,FRA,28,15.0,146,7,2.14
Mathis Amougou,Strasbourg,"French Ligue 1, UEFA Europa Conference League",CM,Midfielder,FRA,19,51.5,627,14,3.68
Mathis Jangeal,Paris S-G,French Ligue 1,RM,Midfielder,FRA,17,4.3,10,1,4.3
Mathis Saka,Toulouse,French Ligue 1,LM,Midfielder,FRA,18,1.4,8,1,1.4
Mathis Suray,Go Ahead Eag,UEFA Europa League,LW,Forward,BEL,24,21.0,501,6,3.5
Mathys De Carvalho,Lyon,"French Ligue 1, UEFA Europa League",DM,Midfielder,FRA,20,58.6,735,14,4.19
Mathys Tel,Tottenham,"English Premier League, UEFA Champions League",AM,Forward,FRA,20,38.3,411,14,2.74
Mathías Olivera,Napoli,"Italian Serie A, UEFA Champions League",LB,Defender,URU,28,66.2,744,15,4.41
Matias Fernandez-Pardo,Lille,"French Ligue 1, UEFA Europa League",LW,Forward,BEL,20,102.7,1194,18,5.71
Matias Garcia,Ħamrun Spartans FC,UEFA Europa Conference League,CM,Midfielder,MLT,29,14.0,251,4,3.5
Matias Moreno,Levante,Spanish La Liga,CB,Defender,ARG,22,50.6,945,12,4.22
Matija Boben,NK Celje,UEFA Europa Conference League,CB,Defender,SVN,31,2.3,11,1,2.3
Matisse Didden,Utrecht,UEFA Europa League,CB,Defender,BEL,24,9.1,160,3,3.03
Mats Deijl,Go Ahead Eag,UEFA Europa League,RB,Defender,NED,28,25.7,540,6,4.28
Mats Knoester,Aberdeen,UEFA Europa Conference League,CB,Defender,NED,27,26.7,501,6,4.45
Mats Wieffer,Brighton,English Premier League,RB,Defender,NED,26,89.6,1180,16,5.6
Matt Doherty,Wolves,English Premier League,CB,Defender,IRL,33,32.6,598,8,4.08
Matt Healy,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,CM,Midfielder,IRL,23,21.3,436,5,4.26
Matt O'Riley,"Brighton, Marseille","English Premier League, French Ligue 1, UEFA Champions League",AM,Forward,DEN,25,89.8,1231,21,4.28
Matte Smets,Genk,UEFA Europa League,CB,Defender,BEL,21,26.0,540,6,4.33
Matteo Bianchetti,Cremonese,Italian Serie A,CB,Defender,ITA,32,63.0,1214,15,4.2
Matteo Cancellieri,Lazio,Italian Serie A,RW,Forward,ITA,23,44.2,764,11,4.02
Matteo Darmian,Inter,"Italian Serie A, UEFA Champions League",WB,Midfielder,ITA,35,3.2,29,2,1.6
Matteo Gabbia,Milan,Italian Serie A,CB,Defender,ITA,26,58.5,1331,16,3.66
Matteo Lavelli,Inter,Italian Serie A,AM,Forward,ITA,19,0.9,8,1,0.9
Matteo Palma,Udinese,Italian Serie A,CB,Defender,GER,17,11.6,103,4,2.9
Matteo Perez Vinlöf,Dinamo Zagreb,UEFA Europa League,LB,Defender,SWE,19,8.5,135,2,4.25
Matteo Politano,Napoli,"Italian Serie A, UEFA Champions League",RM,Midfielder,ITA,32,111.8,1351,23,4.86
Matteo Prati,Cagliari,Italian Serie A,CM,Midfielder,ITA,22,56.1,1111,17,3.3
Matteo Ruggeri,Atlético Madrid,"Spanish La Liga, UEFA Champions League",LB,Defender,ITA,23,90.2,1139,18,5.01
Matthias Ginter,Freiburg,"German Bundesliga, UEFA Europa League",CB,Defender,GER,31,87.3,1890,21,4.16
Matthias Seidl,Rapid Wien,UEFA Europa Conference League,CM,Midfielder,AUT,24,23.9,254,4,5.98
Matthieu Udol,Lens,French Ligue 1,WB,Midfielder,FRA,29,87.0,1518,17,5.12
Matthijs de Ligt,Manchester Utd,English Premier League,CB,Defender,NED,26,51.5,1170,13,3.96
Matthis Abline,Nantes,French Ligue 1,LM,Forward,FRA,22,79.2,1339,17,4.66
Mattia Felici,Cagliari,Italian Serie A,LW,Midfielder,ITA,24,45.7,410,11,4.15
Mattia Viti,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,ITA,23,57.1,523,14,4.08
Mattia Zaccagni,Lazio,Italian Serie A,LW,Forward,ITA,30,74.6,1347,16,4.66
Mattias Svanberg,Wolfsburg,German Bundesliga,AM,Forward,SWE,26,46.9,563,14,3.35
Matty Cash,Aston Villa,"English Premier League, UEFA Europa League",RB,Defender,POL,28,111.2,1926,23,4.83
Mattéo Guendouzi,Lazio,Italian Serie A,RM,Midfielder,FRA,26,72.7,1338,15,4.85
Mattéo Tramoni,Pisa,Italian Serie A,AM,Forward,FRA,25,74.0,813,16,4.62
Matvii Ponomarenko,Dynamo Kyiv,UEFA Europa Conference League,AM,Forward,UKR,19,9.0,102,2,4.5
Matìas Soulé,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,ARG,22,166.6,1673,24,6.94
Matías Pérez,Lecce,Italian Serie A,RB,Defender,CHI,20,4.8,31,1,4.8
Matías Vecino,Lazio,Italian Serie A,LM,Midfielder,URU,34,31.2,389,10,3.12
Matěj Hadaš,Sigma Olomouc,UEFA Europa Conference League,RB,Defender,CZE,22,17.8,350,4,4.45
Matěj Ryneš,Sparta Prague,UEFA Europa Conference League,LM,Midfielder,CZE,24,18.6,195,3,6.2
Matěj Vydra,Viktoria Plzeň,UEFA Europa League,AM,Forward,CZE,33,17.4,214,4,4.35
Maurice Malone,Sturm Graz,UEFA Europa League,AM,Forward,GER,25,19.4,383,6,3.23
Maurits Kjærgaard,RB Salzburg,UEFA Europa League,LM,Midfielder,DEN,22,14.6,268,4,3.65
Mauro Arambarri,Getafe,Spanish La Liga,CM,Midfielder,URU,30,61.3,1588,18,3.41
Mauro Icardi,Galatasaray,UEFA Champions League,AM,Forward,ARG,32,11.8,185,6,1.97
Mauro Júnior,PSV Eindhoven,UEFA Champions League,CM,Midfielder,BRA,26,28.0,450,5,5.6
Max Aarons,Rangers,UEFA Europa League,LB,Defender,ENG,25,21.3,280,4,5.32
Max Dowman,Arsenal,"English Premier League, UEFA Champions League",RW,Forward,ENG,15,12.5,47,3,4.17
Max Finkgräfe,RB Leipzig,German Bundesliga,LB,Defender,GER,21,7.2,25,2,3.6
Max Kilman,West Ham,English Premier League,CB,Defender,ENG,28,65.2,1534,18,3.62
Max Kovalevskis,Shamrock Rovers,UEFA Europa Conference League,AM,Forward,IRL,17,4.7,61,2,2.35
Max Moerstedt,Hoffenheim,German Bundesliga,RW,Forward,GER,0,8.1,65,3,2.7
Max Moerstedt,Hoffenheim,German Bundesliga,AM,Forward,GER,19,12.0,115,6,2.0
Max Rosenfelder,Freiburg,"German Bundesliga, UEFA Europa League",RB,Defender,GER,22,27.1,257,9,3.01
Maxence Caqueret,Como,Italian Serie A,DM,Midfielder,FRA,25,67.6,663,13,5.2
Maxence Lacroix,Crystal Palace,"English Premier League, UEFA Europa Conference League",CB,Defender,FRA,25,112.5,2250,25,4.5
Maxim De Cuyper,Brighton,English Premier League,LB,Defender,BEL,25,73.5,889,17,4.32
Maxim Dekker,AZ Alkmaar,UEFA Europa Conference League,CB,Defender,NED,21,5.9,101,2,2.95
Maxim Leitsch,Mainz 05,German Bundesliga,CB,Defender,GER,27,12.8,163,3,4.27
Maxima Goffi,Lille,"French Ligue 1, UEFA Europa League",CB,Defender,FRA,17,11.0,129,2,5.5
Maxime Colin,Metz,French Ligue 1,LB,Defender,FRA,34,49.8,887,11,4.53
Maxime Estève,Burnley,English Premier League,CB,Defender,FRA,23,64.7,1445,17,3.81
Maxime Lopez,Paris FC,French Ligue 1,CM,Midfielder,FRA,28,80.9,1350,15,5.39
Maximilian Arnold,Wolfsburg,German Bundesliga,DM,Midfielder,GER,31,48.8,1260,14,3.49
Maximilian Beier,Dortmund,"German Bundesliga, UEFA Champions League",AM,Forward,GER,23,86.9,993,18,4.83
Maximilian Eggestein,Freiburg,"German Bundesliga, UEFA Europa League",DM,Midfielder,GER,29,86.1,1868,21,4.1
Maximilian Mittelstädt,Stuttgart,"German Bundesliga, UEFA Europa League",LB,Defender,GER,28,117.6,1465,20,5.88
Maximiliano Araújo,Sporting CP,UEFA Champions League,LB,Defender,URU,25,32.4,508,6,5.4
Maxwel Cornet,Genoa,Italian Serie A,CB,Forward,CIV,29,13.2,77,4,3.3
Mayckel Lahdo,Nantes,French Ligue 1,RM,Forward,SWE,22,26.6,416,8,3.32
Mbwana Samatta,Le Havre,French Ligue 1,AM,Forward,TAN,32,42.0,690,11,3.82
Medon Berisha,Lecce,Italian Serie A,AM,Forward,ALB,22,69.2,871,13,5.32
Mees de Wit,AZ Alkmaar,UEFA Europa Conference League,LB,Defender,NED,27,33.7,478,6,5.62
Mehdi Léris,Pisa,Italian Serie A,WB,Midfielder,ALG,27,73.0,844,16,4.56
Mehdi Taremi,Olympiacos,UEFA Champions League,AM,Forward,IRN,33,23.8,196,6,3.97
Melle Meulensteen,Go Ahead Eag,UEFA Europa League,CB,Defender,NED,26,28.2,539,6,4.7
Melvin Bard,Nice,"French Ligue 1, UEFA Europa League",CB,Defender,FRA,25,113.7,1969,23,4.94
Memija Kerim,Zrinjski Mostar,UEFA Europa Conference League,RB,Defender,BIH,29,21.2,328,4,5.3
Merchas Doski,Viktoria Plzeň,UEFA Europa League,CB,Defender,IRQ,26,19.4,326,4,4.85
Merlin Hadzi,Ħamrun Spartans FC,UEFA Europa Conference League,RW,Forward,SUI,27,3.5,63,1,3.5
Merlin Röhl,"Everton, Freiburg","English Premier League, German Bundesliga",AM,Forward,GER,23,29.4,334,10,2.94
Mert Kömür,Augsburg,German Bundesliga,AM,Forward,GER,20,71.5,841,14,5.11
Mert Müldür,Fenerbahçe,UEFA Europa League,RB,Defender,TUR,26,11.4,105,2,5.7
Merveille Ndockyt,Rijeka,UEFA Europa Conference League,CM,Midfielder,CGO,27,12.9,177,4,3.22
Metinho,Basel,UEFA Europa League,DM,Midfielder,BRA,22,24.1,405,5,4.82
Mevlan Murati,Shkëndija 79,UEFA Europa Conference League,LW,Forward,MKD,31,0.0,3,2,0.0
Mexx Meerdink,AZ Alkmaar,UEFA Europa Conference League,AM,Forward,NED,22,3.7,63,1,3.7
Michael Ameyaw,Raków,UEFA Europa Conference League,RM,Midfielder,POL,25,32.7,521,6,5.45
Michael Amir Murillo,Marseille,"French Ligue 1, UEFA Champions League",RB,Defender,PAN,29,82.0,1135,19,4.32
Michael Folorunsho,Cagliari,Italian Serie A,CM,Midfielder,ITA,27,58.6,1307,16,3.66
Michael Kayode,Brentford,English Premier League,RB,Defender,ITA,21,99.7,1747,20,4.99
Michael Keane,Everton,English Premier League,CB,Defender,ENG,32,72.4,1594,18,4.02
Michael Noonan,"Shamrock Rov, Shamrock Rovers",UEFA Europa Conference League,AM,Forward,IRL,17,4.5,85,4,1.12
Michael Olise,Bayern Munich,"German Bundesliga, UEFA Champions League",RW,Forward,FRA,24,169.9,1685,21,8.09
Michal Beran,Sigma Olomouc,UEFA Europa Conference League,DM,Midfielder,CZE,25,26.4,450,5,5.28
Michal Sadílek,Slavia Prague,UEFA Champions League,AM,Forward,CZE,26,23.7,419,6,3.95
Michał Gurgul,Lech Poznań,UEFA Europa Conference League,LB,Defender,POL,19,30.1,445,5,6.02
Michel Aebischer,Pisa,Italian Serie A,CM,Midfielder,SUI,28,84.5,1418,17,4.97
Michel Mboula,Metz,French Ligue 1,CB,Defender,GAB,22,17.8,265,4,4.45
Michel Ndary Adopo,Cagliari,Italian Serie A,CM,Midfielder,FRA,25,65.7,1368,18,3.65
Michel-Ange Balikwisha,Celtic,UEFA Europa League,LW,Forward,BEL,24,11.9,57,4,2.97
Michele Collocolo,Cremonese,Italian Serie A,CM,Midfielder,ITA,25,11.3,285,4,2.82
Michy Batshuayi,Eint Frankfurt,"German Bundesliga, UEFA Champions League",AM,Forward,BEL,32,22.0,168,8,2.75
Micky van de Ven,Tottenham,"English Premier League, UEFA Champions League",CB,Defender,NED,24,102.8,2239,25,4.11
Miguel Gutiérrez,Napoli,"Italian Serie A, UEFA Champions League",LB,Defender,ESP,24,50.1,565,13,3.85
Miguel Rodríguez,Utrecht,UEFA Europa League,RW,Forward,ESP,22,26.2,510,6,4.37
Miguel Román,Celta Vigo,"Spanish La Liga, UEFA Europa League",CM,Midfielder,ESP,23,56.0,872,14,4.0
Miguel Ángel Rubio,Espanyol,Spanish La Liga,CB,Defender,ESP,27,13.0,138,6,2.17
Miguel Ángel Sierra,Sevilla,Spanish La Liga,CM,Forward,ESP,21,6.2,26,2,3.1
Miha Zajc,Dinamo Zagreb,UEFA Europa League,CM,Midfielder,SVN,31,30.5,419,6,5.08
Mihai Lixandru,FCSB,UEFA Europa League,CB,Defender,ROU,24,14.4,211,4,3.6
Mihai Popescu,FCSB,UEFA Europa League,CB,Defender,ROU,32,7.0,180,2,3.5
Mihai Toma,FCSB,UEFA Europa League,LW,Forward,ROU,18,2.8,45,1,2.8
Mihailo Ristić,Celta Vigo,"Spanish La Liga, UEFA Europa League",CB,Defender,SRB,30,35.2,521,7,5.03
Mijat Gaćinović,AEK Athens,UEFA Europa Conference League,LB,Defender,SRB,30,17.3,196,4,4.32
Mika Biereth,Monaco,"French Ligue 1, UEFA Champions League",AM,Forward,DEN,22,70.9,926,22,3.22
Mika Godts,Ajax,UEFA Champions League,LW,Forward,BEL,20,32.1,400,6,5.35
Mikael Ellertsson,Genoa,Italian Serie A,WB,Midfielder,ISL,23,49.3,1187,17,2.9
Mikael Ishak,Lech Poznań,UEFA Europa Conference League,AM,Forward,SWE,32,25.9,421,6,4.32
Mikayil Ngor Faye,"Cremonese, Rennes","French Ligue 1, Italian Serie A",CB,Defender,SEN,21,20.1,211,6,3.35
Mike Arthur,KF Drita,UEFA Europa Conference League,AM,Defender,GHA,18,3.8,13,3,1.27
Mike Eerdhuijzen,Utrecht,UEFA Europa League,CB,Defender,NED,25,9.0,81,2,4.5
Mike Trésor,Burnley,English Premier League,AM,Forward,BEL,26,6.7,23,4,1.68
Mike van der Hoorn,Utrecht,UEFA Europa League,CB,Defender,NED,33,25.8,380,6,4.3
Mikel Gogorza,Midtjylland,UEFA Europa League,LW,Forward,DEN,19,17.0,135,3,5.67
Mikel Goti,Real Sociedad,Spanish La Liga,AM,Forward,ESP,23,13.1,76,4,3.28
Mikel Jauregizar,Athletic Club,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,22,118.3,2038,25,4.73
Mikel Krüger-Johnsen,Midtjylland,UEFA Europa League,AM,Forward,DEN,19,0.0,19,1,0.0
Mikel Merino,Arsenal,"English Premier League, UEFA Champions League",AM,Midfielder,ESP,29,103.3,1363,25,4.13
Mikel Oyarzabal,Real Sociedad,Spanish La Liga,AM,Forward,ESP,28,94.9,1317,15,6.33
Mikel Vesga,Athletic Club,"Spanish La Liga, UEFA Champions League",DM,Midfielder,ESP,32,52.0,440,16,3.25
Mikey Moore,Rangers,UEFA Europa League,RW,Forward,ENG,18,18.9,204,5,3.78
Mikkel Damsgaard,Brentford,English Premier League,AM,Forward,DEN,25,99.5,1136,17,5.85
Mikkel Kaufmann,Heidenheim,German Bundesliga,AM,Forward,DEN,24,28.4,414,9,3.16
Mikkel Rygaard Jensen,Häcken,UEFA Europa Conference League,AM,Forward,DEN,34,38.0,524,6,6.33
Milan Havel,Viktoria Plzeň,UEFA Europa League,RB,Defender,CZE,31,7.9,53,4,1.98
Milan Mbeng,Shelbourne FC,UEFA Europa Conference League,RB,Defender,FRA,23,21.7,516,6,3.62
Milan Smit,Go Ahead Eag,UEFA Europa League,AM,Forward,NED,22,16.8,494,6,2.8
Milan Đurić,Parma,Italian Serie A,AM,Forward,BIH,35,18.2,57,10,1.82
Milan Škriniar,Fenerbahçe,UEFA Europa League,CB,Defender,SVK,30,31.1,533,6,5.18
Mileta Rajovic,Legia Warsaw,UEFA Europa Conference League,AM,Forward,DEN,26,21.0,261,6,3.5
Miliano Jonathans,Utrecht,UEFA Europa League,RW,Forward,IDN,21,3.3,19,2,1.65
Milos Kerkez,Liverpool,"English Premier League, UEFA Champions League",LB,Defender,HUN,22,102.0,1514,23,4.43
Milot Avdyli,NK Celje,UEFA Europa Conference League,RB,Midfielder,KVX,23,25.5,230,6,4.25
Miloš Pantović,Panathinaikos,UEFA Europa League,AM,Forward,SRB,23,9.7,166,4,2.43
Miloš Veljković,Red Star,UEFA Europa League,CB,Defender,SRB,30,17.3,450,5,3.46
Milson,Red Star,UEFA Europa League,LW,Forward,ANG,26,27.2,192,6,4.53
Mipo Odubeko,Shelbourne FC,UEFA Europa Conference League,AM,Forward,IRL,23,26.0,455,6,4.33
Mirko Ivanić,Red Star,UEFA Europa League,LW,Forward,MNE,32,36.0,523,6,6.0
Miro Muheim,Hamburger SV,German Bundesliga,LM,Midfielder,SUI,27,96.3,1284,15,6.42
Mislav Oršić,Pafos FC,UEFA Champions League,LM,Forward,CRO,32,28.6,470,6,4.77
Mladen Devetak,Rijeka,UEFA Europa Conference League,LB,Defender,SRB,26,14.5,360,4,3.62
Mohamadou Kanté,West Ham,English Premier League,CM,Midfielder,FRA,20,7.3,19,3,2.43
Mohamed Ali Cho,Nice,"French Ligue 1, UEFA Europa League",RW,Forward,FRA,21,78.0,909,16,4.88
Mohamed Aly Camara,Maccabi Tel Aviv,UEFA Europa League,CB,Defender,GUI,28,20.1,353,5,4.02
Mohamed Amine Sbai,Angers,French Ligue 1,LW,Forward,FRA,25,62.4,694,10,6.24
Mohamed Amoura,Wolfsburg,German Bundesliga,AM,Forward,ALG,25,68.6,938,14,4.9
Mohamed Bamba,Lorient,French Ligue 1,AM,Forward,CIV,24,44.4,650,15,2.96
Mohamed Benoit Dao,Paris FC,French Ligue 1,CM,Midfielder,FRA,18,2.4,2,1,2.4
Mohamed Camara,PAOK,UEFA Europa League,DM,Midfielder,GUI,28,11.0,133,4,2.75
Mohamed Diomandé,Rangers,UEFA Europa League,AM,Forward,CIV,24,12.2,159,3,4.07
Mohamed Elyounoussi,FC Copenhagen,UEFA Champions League,AM,Forward,NOR,31,25.9,363,5,5.18
Mohamed Kaba,Lecce,Italian Serie A,AM,Midfielder,FRA,24,37.5,447,12,3.12
Mohamed Lamine Diaby,Raków,UEFA Europa Conference League,RW,Forward,FRA,24,25.5,327,6,4.25
Mohamed Meité,Rennes,French Ligue 1,AM,Forward,FRA,18,40.6,423,14,2.9
Mohamed Salah,Liverpool,"English Premier League, UEFA Champions League",RW,Forward,EGY,33,119.6,1499,19,6.29
Mohamed Touré,KuPS,UEFA Europa Conference League,AM,Forward,GUI,20,22.3,265,5,4.46
Mohammed Kudus,Tottenham,"English Premier League, UEFA Champions League",RW,Forward,GHA,25,137.0,1806,24,5.71
Mohammed Salisu,Monaco,"French Ligue 1, UEFA Champions League",CB,Defender,GHA,26,85.9,1522,17,5.05
Moi Gómez,Osasuna,Spanish La Liga,CM,Midfielder,ESP,31,63.4,822,14,4.53
Moise Kean,Fiorentina,"Italian Serie A, UEFA Europa Conference League",AM,Forward,ITA,25,88.7,1582,21,4.22
Moisés Caicedo,Chelsea,"English Premier League, UEFA Champions League",DM,Midfielder,ECU,24,106.1,1743,21,5.05
Mojmir Chytil,Slavia Prague,UEFA Champions League,AM,Forward,CZE,26,14.3,135,5,2.86
Monday Etim,CS U Craiova,UEFA Europa Conference League,AM,Forward,NGA,27,17.7,242,4,4.42
Mons Bassouamina,Pafos FC,UEFA Champions League,AM,Forward,CGO,27,7.4,92,4,1.85
Monsef Bakrar,Dinamo Zagreb,UEFA Europa League,RM,Midfielder,ALG,24,17.2,159,5,3.44
Montassar Talbi,Lorient,French Ligue 1,CB,Defender,TUN,27,64.4,1440,16,4.03
Montrell Culbreath,Leverkusen,German Bundesliga,AM,Forward,GER,18,7.0,14,1,7.0
Morato,Nott'ham Forest,"English Premier League, UEFA Europa League",CB,Defender,BRA,24,70.4,1159,14,5.03
Morgan Bokelé Mputu,Metz,French Ligue 1,LW,Forward,CMR,21,33.4,227,9,3.71
Morgan Gibbs-White,Nott'ham Forest,"English Premier League, UEFA Europa League",AM,Forward,ENG,25,139.9,2050,25,5.6
Morgan Guilavogui,Lens,French Ligue 1,AM,Forward,GUI,27,64.2,465,15,4.28
Morgan Poaty,Lausanne-Sport,UEFA Europa Conference League,LB,Defender,CGO,28,29.6,378,6,4.93
Morgan Rogers,Aston Villa,"English Premier League, UEFA Europa League",AM,Forward,ENG,23,139.2,2130,26,5.35
Morgan Sanson,Nice,"French Ligue 1, UEFA Europa League",CM,Midfielder,FRA,31,60.4,775,20,3.02
Moris Valinčić,Dinamo Zagreb,UEFA Europa League,RB,Defender,CRO,22,16.9,270,3,5.63
Moritz Broschinski,Basel,UEFA Europa League,AM,Forward,GER,25,18.3,196,6,3.05
Moritz Jenz,Wolfsburg,German Bundesliga,CB,Defender,GER,26,34.3,720,8,4.29
Morten Frendrup,Genoa,Italian Serie A,DM,Midfielder,DEN,24,66.3,1388,17,3.9
Morten Hjulmand,Sporting CP,UEFA Champions League,DM,Midfielder,DEN,26,28.8,519,6,4.8
Morten Thorsby,Genoa,Italian Serie A,CM,Midfielder,NOR,29,28.3,652,11,2.57
Moses Simon,Paris FC,French Ligue 1,LW,Forward,NGA,30,85.4,1147,16,5.34
Mostafa Mohamed,Nantes,French Ligue 1,AM,Forward,EGY,28,37.3,753,15,2.49
Mouad El Fanis,Ħamrun Spartans FC,UEFA Europa Conference League,LM,Forward,BEL,21,19.7,189,5,3.94
Mouctar Diakhaby,Valencia,Spanish La Liga,CB,Defender,GUI,29,34.2,543,8,4.28
Moura,Porto,UEFA Europa League,LB,Defender,POR,26,20.4,275,4,5.1
Mourad El Ghezouani,Elche,Spanish La Liga,AM,Forward,MAR,27,4.3,52,2,2.15
Moussa Cissé,Basel,UEFA Europa League,LB,Defender,FRA,22,5.8,90,1,5.8
Moussa Diarra,Alavés,Spanish La Liga,LB,Defender,MLI,24,15.3,216,3,5.1
Moussa Kounfolo Yeo,RB Salzburg,UEFA Europa League,RM,Midfielder,MLI,21,27.6,294,6,4.6
Moussa Niakhate,Lyon,"French Ligue 1, UEFA Europa League",CB,Defender,SEN,29,110.7,1904,22,5.03
Moustapha Mbow,Paris FC,French Ligue 1,CB,Defender,SEN,25,75.5,1440,16,4.72
Moïse Bombito,Nice,French Ligue 1,CB,Defender,CAN,25,8.6,145,2,4.3
Muhamed Tijani,Sigma Olomouc,UEFA Europa Conference League,AM,Forward,NGA,25,9.4,70,6,1.57
Muhammed Cham,Slavia Prague,UEFA Champions League,AM,Forward,AUT,25,12.9,57,4,3.22
